Epoch,TrainAccuracy,TrainLoss,ValidationAccuracy,ValidationLoss
0,0.45450451970100403,2.7648508548736572,0.37627121806144714,3.5181071758270264
1,0.4936935007572174,2.2880945205688477,0.3757063150405884,3.4265899658203125
2,0.5117116570472717,1.996468424797058,0.39491525292396545,3.165600538253784
3,0.5238738059997559,1.894810438156128,0.3960452377796173,3.187032461166382
4,0.541666567325592,1.6876624822616577,0.3983050286769867,2.838474988937378
5,0.5472972393035889,1.649809718132019,0.42561212182044983,2.570416212081909
6,0.5594594478607178,1.4940820932388306,0.5510356426239014,1.3651748895645142
7,0.560360312461853,1.4671214818954468,0.5747643709182739,1.231889009475708
8,0.5752254128456116,1.3264669179916382,0.6404893398284912,0.8904756903648376
9,0.5797298550605774,1.308977723121643,0.6433142423629761,0.8809942007064819
10,0.5907658934593201,1.2054877281188965,0.6467041373252869,0.8789861798286438
11,0.5934686064720154,1.193575382232666,0.6461390852928162,0.8730673789978027
12,0.6038292050361633,1.1068966388702393,0.6540486812591553,0.8408418893814087
13,0.6054057478904724,1.0999654531478882,0.6512238383293152,0.8376848697662354
14,0.6157660484313965,1.0324769020080566,0.6563085317611694,0.8066928386688232
15,0.6166669130325317,1.0258979797363281,0.6563085317611694,0.8038111925125122
16,0.6290539503097534,0.9721882343292236,0.6619583964347839,0.7823704481124878
17,0.6290539503097534,0.9666752815246582,0.6636533737182617,0.7784016132354736
18,0.6380633115768433,0.9219213128089905,0.6726928949356079,0.7622950673103333
19,0.6396397352218628,0.9172812104225159,0.6715629696846008,0.7580087780952454
20,0.6475227475166321,0.879540205001831,0.6789075136184692,0.7453309893608093
21,0.6466218829154968,0.8756098747253418,0.6777777075767517,0.7413739562034607
22,0.6504507660865784,0.8438234329223633,0.6783426403999329,0.7311919331550598
23,0.6531534790992737,0.8404465913772583,0.6794725656509399,0.727777361869812
24,0.6574328541755676,0.8137493133544922,0.6806024312973022,0.7194563150405884
25,0.6583336591720581,0.8107900023460388,0.6822972893714905,0.7165703773498535
26,0.6608110666275024,0.7883409261703491,0.6845571398735046,0.7096328735351562
27,0.6605858206748962,0.7857068777084351,0.6868169903755188,0.7071969509124756
28,0.6673423647880554,0.7667925953865051,0.6868171095848083,0.701294481754303
29,0.6677928566932678,0.764421284198761,0.6879470944404602,0.6992286443710327
30,0.6709461212158203,0.7484749555587769,0.6907719969749451,0.6941182613372803
31,0.671846866607666,0.7463231086730957,0.6913369297981262,0.6923547983169556
32,0.6781532168388367,0.7328618764877319,0.6947267055511475,0.6878653764724731
33,0.6774775981903076,0.7309014201164246,0.6958566308021545,0.6863501071929932
34,0.6828831434249878,0.7194867730140686,0.6992466449737549,0.6823568344116211
35,0.6840092539787292,0.7177004218101501,0.7009415626525879,0.6810455322265625
36,0.6903156042098999,0.7079473733901978,0.7009416222572327,0.6774585247039795
37,0.6918920278549194,0.7063230872154236,0.7003766298294067,0.676314651966095
38,0.6972974538803101,0.6979167461395264,0.7003766298294067,0.6730693578720093
39,0.6968469619750977,0.6964420080184937,0.7009415626525879,0.6720631718635559
40,0.7009010910987854,0.6891341805458069,0.7009415030479431,0.6691124439239502
41,0.7024775147438049,0.6877962946891785,0.7009416222572327,0.6682211756706238
42,0.7060810327529907,0.6813941597938538,0.7020716071128845,0.6655304431915283
43,0.7063063979148865,0.6801812052726746,0.7032015323638916,0.6647347211837769
44,0.7083333730697632,0.6745334267616272,0.7037664651870728,0.662277102470398
45,0.7096846103668213,0.6734328269958496,0.7037664651870728,0.6615627408027649
46,0.7099099159240723,0.6684192419052124,0.7065913677215576,0.6593173146247864
47,0.7108108401298523,0.6674197912216187,0.7065913677215576,0.6586720943450928
48,0.7137387990951538,0.6629458069801331,0.708851158618927,0.6566229462623596
49,0.7144144177436829,0.6620368361473083,0.7094162106513977,0.656036913394928
50,0.7173424363136292,0.6580260396003723,0.7099812030792236,0.6541696786880493
51,0.7175676226615906,0.6571979522705078,0.7099812030792236,0.6536349058151245
52,0.720045268535614,0.6535876989364624,0.7094162106513977,0.6519377827644348
53,0.7202705144882202,0.652832567691803,0.7082862854003906,0.6514469385147095
54,0.721396803855896,0.6495720744132996,0.708851158618927,0.6499087810516357
55,0.7218472361564636,0.6488818526268005,0.7099810838699341,0.6494569778442383
56,0.7240995168685913,0.645927906036377,0.7118644118309021,0.6480658650398254
57,0.7238742709159851,0.6452956795692444,0.7112994194030762,0.6476483941078186
58,0.7263516783714294,0.6426125168800354,0.7124293446540833,0.6463923454284668
59,0.7274778485298157,0.642033040523529,0.7129942774772644,0.6460052132606506
60,0.7283786535263062,0.6395895481109619,0.7146891951560974,0.6448718309402466
61,0.7283786535263062,0.6390563249588013,0.7146891951560974,0.6445119976997375
62,0.7279281616210938,0.636827290058136,0.7129943370819092,0.6434893012046814
63,0.7279281616210938,0.6363365650177002,0.7141242623329163,0.6431542038917542
64,0.7301802635192871,0.6342980265617371,0.7152542471885681,0.6422293782234192
65,0.7299550771713257,0.6338460445404053,0.7152542471885681,0.6419174075126648
66,0.7290542721748352,0.6319776177406311,0.7146892547607422,0.6410797238349915
67,0.7295047640800476,0.631560742855072,0.7146892547607422,0.6407884359359741
68,0.7299551963806152,0.6298465132713318,0.7169492244720459,0.6400284171104431
69,0.729729950428009,0.6294609904289246,0.717514157295227,0.6397567391395569
70,0.7310813665390015,0.6278845071792603,0.7192090749740601,0.6390654444694519
71,0.7315317988395691,0.6275281310081482,0.7192090749740601,0.6388115882873535
72,0.7310813665390015,0.6260762214660645,0.7186441421508789,0.6381818056106567
73,0.7317570447921753,0.6257458925247192,0.7186441421508789,0.6379453539848328
74,0.7335588335990906,0.6244072914123535,0.7186441421508789,0.637371301651001
75,0.7335588335990906,0.6241006255149841,0.7186441421508789,0.6371503472328186
76,0.7333336472511292,0.6228647232055664,0.719774067401886,0.636627733707428
