Epoch,TrainAccuracy,TrainLoss,ValidationAccuracy,ValidationLoss
0,0.45968472957611084,2.7124671936035156,0.3661017417907715,3.735255241394043
1,0.49256742000579834,2.347222089767456,0.3864407241344452,3.352180004119873
2,0.5135133862495422,1.9735051393508911,0.386440634727478,3.249465227127075
3,0.5256757140159607,1.8865444660186768,0.3903954327106476,3.1980884075164795
4,0.5382881760597229,1.6955389976501465,0.40564969182014465,2.811091899871826
5,0.5454955101013184,1.6560379266738892,0.42730700969696045,2.5511207580566406
6,0.5594595670700073,1.4978636503219604,0.5470808744430542,1.396227478981018
7,0.5619369149208069,1.469886302947998,0.574199378490448,1.2328156232833862
8,0.575450599193573,1.3280466794967651,0.640489399433136,0.8926014304161072
9,0.5797299146652222,1.311160683631897,0.6416193246841431,0.8828811049461365
10,0.5916666984558105,1.2061257362365723,0.649528980255127,0.8772847652435303
11,0.592792809009552,1.1942038536071777,0.6483989953994751,0.871662974357605
12,0.604279637336731,1.1075974702835083,0.6529187560081482,0.8410086631774902
13,0.6054057478904724,1.1005899906158447,0.6534837484359741,0.8376157879829407
14,0.6144145727157593,1.0327537059783936,0.6574385166168213,0.8069210648536682
15,0.6159911751747131,1.0261943340301514,0.6563085317611694,0.8039278984069824
16,0.6286035776138306,0.9722038507461548,0.6625233292579651,0.7824434638023376
17,0.6286035776138306,0.9667057991027832,0.6647832989692688,0.7784717082977295
18,0.6385135650634766,0.921759843826294,0.6732578873634338,0.7623212337493896
19,0.6400901079177856,0.917134165763855,0.6726928949356079,0.7580462694168091
20,0.6468470096588135,0.8793032765388489,0.6800374984741211,0.7453327775001526
21,0.6463965773582458,0.8753847479820251,0.6783425807952881,0.7413822412490845
22,0.6506759524345398,0.8435695171356201,0.680602490901947,0.7311697006225586
23,0.6536039113998413,0.8402026295661926,0.6800375580787659,0.7277582287788391
24,0.6569823622703552,0.8135053515434265,0.6817323565483093,0.7194145321846008
25,0.6581084728240967,0.8105546832084656,0.6828622817993164,0.7165294289588928
26,0.6608111262321472,0.7881165146827698,0.6828622817993164,0.7095775008201599
27,0.6601353287696838,0.7854887843132019,0.6862520575523376,0.7071412801742554
28,0.6668920516967773,0.7665890455245972,0.6885119676589966,0.7012307643890381
29,0.6671172380447388,0.7642232775688171,0.6885120272636414,0.6991640329360962
30,0.6720722913742065,0.748292088508606,0.6902069449424744,0.6940492987632751
31,0.6716216206550598,0.7461439967155457,0.6913369297981262,0.692284882068634
32,0.6795045137405396,0.732698380947113,0.6952916979789734,0.6877928972244263
33,0.67792809009552,0.7307416200637817,0.6969866752624512,0.686276912689209
34,0.6831082701683044,0.7193413376808167,0.699811577796936,0.6822823882102966
35,0.683784008026123,0.7175574898719788,0.702071487903595,0.6809698939323425
